#qubits,#cycles,circuit,#nodes,#tasks,#threads,#samples,#iterations,#initialHidden,#sampleSteps,run,#hadamards,tvd,f_xeb,duration,success
4,5,1,1,1,1,43,10000,6,0,3,0,0.622459,3.326266,422.546286,True
4,5,1,1,1,1,43,10000,6,0,4,0,0.584962,3.026843,421.438395,True
4,5,1,1,1,1,43,100000,6,0,0,0,-,-,-,False
4,5,1,1,1,1,43,100000,6,0,1,0,0.786329,2.234375,4261.362635,True
4,5,1,1,1,1,43,100000,6,0,2,0,-,-,-,False
4,5,1,1,1,1,43,100000,6,0,3,0,-,-,-,False
4,5,1,1,1,1,43,100000,6,0,4,0,-,-,-,False
4,5,2,1,1,1,8,1000,6,0,0,0,0.926386,1.730495,14.311780,True
4,5,2,1,1,1,8,1000,6,0,1,0,0.657251,2.586690,14.175711,True
4,5,2,1,1,1,8,1000,6,0,2,0,0.881446,1.474136,14.365814,True
4,5,2,1,1,1,8,1000,6,0,3,0,0.923831,1.397123,13.969667,True
4,5,2,1,1,1,8,1000,6,0,4,0,0.401330,2.512591,16.163221,True
4,5,2,1,1,1,8,10000,6,0,0,0,0.687899,1.979262,139.280779,True
4,5,2,1,1,1,8,10000,6,0,1,0,0.903852,1.471566,143.598402,True
4,5,2,1,1,1,8,10000,6,0,2,0,0.981694,1.271351,139.549237,True
4,5,2,1,1,1,8,10000,6,0,3,0,0.529185,2.294484,140.228534,True
4,5,2,1,1,1,8,10000,6,0,4,0,0.704521,2.502458,148.868664,True
4,5,2,1,1,1,8,100000,6,0,0,0,0.712215,2.144686,1424.617591,True
4,5,2,1,1,1,8,100000,6,0,1,0,0.643853,2.115856,1395.260928,True
4,5,2,1,1,1,8,100000,6,0,2,0,-,-,-,False
4,5,2,1,1,1,8,100000,6,0,3,0,0.828970,1.753298,1472.749239,True
4,5,2,1,1,1,8,100000,6,0,4,0,0.974182,1.253625,1402.758481,True
4,5,2,1,1,1,54,1000,6,0,0,0,0.693409,1.772971,45.493646,True
4,5,2,1,1,1,54,1000,6,0,1,0,0.566528,2.144996,45.493505,True
4,5,2,1,1,1,54,1000,6,0,2,0,0.426246,2.548893,46.254973,True
4,5,2,1,1,1,54,1000,6,0,3,0,0.442619,2.518869,43.875073,True
4,5,2,1,1,1,54,1000,6,0,4,0,0.433115,2.535118,45.240962,True
4,5,2,1,1,1,54,10000,6,0,0,0,0.963388,1.703299,463.462838,True
4,5,2,1,1,1,54,10000,6,0,1,0,0.852914,1.531667,443.391894,True
4,5,2,1,1,1,54,10000,6,0,2,0,0.223316,3.184580,456.565905,True
4,5,2,1,1,1,54,10000,6,0,3,0,0.761037,1.777390,456.434314,True
4,5,2,1,1,1,54,10000,6,0,4,0,0.750000,2.160276,442.983513,True
4,5,2,1,1,1,54,100000,6,0,0,0,0.963388,2.026679,4523.641221,True
4,5,2,1,1,1,54,100000,6,0,1,0,0.500074,2.540810,4545.639870,True
4,5,2,1,1,1,54,100000,6,0,2,0,-,-,-,False
4,5,2,1,1,1,54,100000,6,0,3,0,-,-,-,False
4,5,2,1,1,1,54,100000,6,0,4,0,0.895707,1.629315,4621.981053,True
4,5,2,1,1,1,303,1000,6,0,0,0,0.526364,2.365964,183.141099,True
4,5,2,1,1,1,303,1000,6,0,1,0,0.440502,2.901427,182.583606,True
4,5,2,1,1,1,303,1000,6,0,2,0,0.760882,1.855296,185.981961,True
4,5,2,1,1,1,303,1000,6,0,3,0,0.973354,1.734194,189.746948,True
4,5,2,1,1,1,303,1000,6,0,4,0,0.748393,1.795222,191.851444,True
4,5,2,1,1,1,303,10000,6,0,0,0,0.197122,3.045209,1853.983737,True
4,5,2,1,1,1,303,10000,6,0,1,0,0.005437,3.343601,1822.896008,True
4,5,2,1,1,1,303,10000,6,0,2,0,0.003050,3.449726,1891.986213,True
4,5,2,1,1,1,303,10000,6,0,3,0,0.508346,2.497496,1861.782328,True
4,5,2,1,1,1,303,10000,6,0,4,0,0.963388,1.376839,1857.577751,True
4,5,2,1,1,1,303,100000,6,0,0,0,-,-,-,False
4,5,2,1,1,1,303,100000,6,0,1,0,-,-,-,False
4,5,2,1,1,1,303,100000,6,0,2,0,-,-,-,False
4,5,2,1,1,1,303,100000,6,0,3,0,-,-,-,False
4,5,2,1,1,1,303,100000,6,0,4,0,-,-,-,False
4,5,2,1,1,1,54,1000,6,0,0,0,0.693409,1.772971,45.493646,True
4,5,2,1,1,1,54,1000,6,0,1,0,0.566528,2.144996,45.493505,True
4,5,2,1,1,1,54,1000,6,0,2,0,0.426246,2.548893,46.254973,True
4,5,2,1,1,1,54,1000,6,0,3,0,0.442619,2.518869,43.875073,True
4,5,2,1,1,1,54,1000,6,0,4,0,0.433115,2.535118,45.240962,True
4,5,2,1,1,1,54,10000,6,0,0,0,0.963388,1.703299,463.462838,True
4,5,2,1,1,1,54,10000,6,0,1,0,0.852914,1.531667,443.391894,True
4,5,2,1,1,1,54,10000,6,0,2,0,0.223316,3.184580,456.565905,True
4,5,2,1,1,1,54,10000,6,0,3,0,0.761037,1.777390,456.434314,True
4,5,2,1,1,1,54,10000,6,0,4,0,0.750000,2.160276,442.983513,True
4,5,2,1,1,1,54,100000,6,0,0,0,0.963388,2.026679,4523.641221,True
4,5,2,1,1,1,54,100000,6,0,1,0,0.500074,2.540810,4545.639870,True
4,5,2,1,1,1,54,100000,6,0,2,0,-,-,-,False
4,5,2,1,1,1,54,100000,6,0,3,0,-,-,-,False
4,5,2,1,1,1,54,100000,6,0,4,0,0.895707,1.629315,4621.981053,True
4,5,2,1,1,1,50,1000,6,0,0,0,0.502209,2.781536,43.569628,True
4,5,2,1,1,1,50,1000,6,0,1,0,0.450778,2.520609,42.349109,True
4,5,2,1,1,1,50,1000,6,0,2,0,0.594108,2.323940,41.901440,True
4,5,2,1,1,1,50,1000,6,0,3,0,0.532841,2.243572,44.629978,True
4,5,2,1,1,1,50,1000,6,0,4,0,0.950432,1.389835,41.839348,True
4,5,2,1,1,1,50,10000,6,0,0,0,0.750000,2.091406,435.589480,True
4,5,2,1,1,1,50,10000,6,0,1,0,0.436254,2.741042,432.280423,True
4,5,2,1,1,1,50,10000,6,0,2,0,1.000000,1.386076,430.759302,True
4,5,2,1,1,1,50,10000,6,0,3,0,0.786612,2.180609,435.931676,True
4,5,2,1,1,1,50,10000,6,0,4,0,0.969304,1.296422,425.107022,True
4,5,2,1,1,1,50,100000,6,0,0,0,-,-,-,False
4,5,2,1,1,1,50,100000,6,0,1,0,0.750000,2.561881,4274.013915,True
4,5,2,1,1,1,50,100000,6,0,2,0,-,-,-,False
4,5,2,1,1,1,50,100000,6,0,3,0,-,-,-,False
4,5,2,1,1,1,50,100000,6,0,4,0,-,-,-,False
4,5,2,1,1,1,47,1000,6,0,0,0,0.738515,1.976267,40.192776,True
4,5,2,1,1,1,47,1000,6,0,1,0,0.512760,2.580566,40.968899,True
4,5,2,1,1,1,47,1000,6,0,2,0,0.640885,1.919951,40.479926,True
4,5,2,1,1,1,47,1000,6,0,3,0,0.674274,1.704445,42.005328,True
4,5,2,1,1,1,47,1000,6,0,4,0,0.745278,1.819230,40.808775,True
4,5,2,1,1,1,47,10000,6,0,0,0,-,-,-,False
4,5,2,1,1,1,47,10000,6,0,1,0,0.733353,1.915213,415.454699,True
4,5,2,1,1,1,47,10000,6,0,2,0,0.739227,2.697579,411.667419,True
4,5,2,1,1,1,47,10000,6,0,3,0,0.963383,1.352764,400.524792,True
4,5,2,1,1,1,47,10000,6,0,4,0,0.792177,1.687894,403.551231,True
4,5,2,1,1,1,47,100000,6,0,0,0,0.871355,1.920896,4188.223047,True
4,5,2,1,1,1,47,100000,6,0,1,0,-,-,-,False
4,5,2,1,1,1,47,100000,6,0,2,0,-,-,-,False
4,5,2,1,1,1,47,100000,6,0,3,0,-,-,-,False
4,5,2,1,1,1,47,100000,6,0,4,0,0.443759,2.474869,4078.781021,True
4,5,2,1,1,1,43,1000,6,0,0,0,0.641581,1.894294,37.327936,True
4,5,2,1,1,1,43,1000,6,0,1,0,0.734971,1.744066,38.786897,True
4,5,2,1,1,1,43,1000,6,0,2,0,0.812134,1.419785,37.607833,True
4,5,2,1,1,1,43,1000,6,0,3,0,0.815200,1.430464,38.263086,True
4,5,2,1,1,1,43,1000,6,0,4,0,0.724133,1.731156,39.332664,True
4,5,2,1,1,1,43,10000,6,0,0,0,0.981694,1.304480,372.644531,True
4,5,2,1,1,1,43,10000,6,0,1,0,0.981694,1.365040,384.955433,True
4,5,2,1,1,1,43,10000,6,0,2,0,0.981694,1.420244,373.892524,True
4,5,2,1,1,1,43,10000,6,0,3,0,0.372675,2.731897,391.947779,True
4,5,2,1,1,1,43,10000,6,0,4,0,0.981694,1.395391,392.820269,True
4,5,2,1,1,1,43,100000,6,0,0,0,-,-,-,False
4,5,2,1,1,1,43,100000,6,0,1,0,0.575505,2.111899,3775.465845,True
4,5,2,1,1,1,43,100000,6,0,2,0,0.750000,1.965556,3906.137207,True
4,5,2,1,1,1,43,100000,6,0,3,0,0.750000,2.610751,3866.591655,True
4,5,2,1,1,1,43,100000,6,0,4,0,0.516312,2.522751,4024.907427,True
4,5,3,1,1,1,8,1000,6,0,0,0,0.747661,2.394566,15.743232,True
4,5,3,1,1,1,8,1000,6,0,1,0,0.573039,1.981615,14.937634,True
4,5,3,1,1,1,8,1000,6,0,2,0,0.717775,2.098995,15.587823,True
4,5,3,1,1,1,8,1000,6,0,3,0,0.432191,2.205061,15.606816,True
4,5,3,1,1,1,8,1000,6,0,4,0,0.694273,1.800596,15.889284,True
4,5,3,1,1,1,8,10000,6,0,0,0,0.711221,2.073539,159.070449,True
4,5,3,1,1,1,8,10000,6,0,1,0,0.528062,2.207889,154.887556,True
4,5,3,1,1,1,8,10000,6,0,2,0,0.736091,2.315370,158.401428,True
4,5,3,1,1,1,8,10000,6,0,3,0,0.675865,1.881206,157.409794,True
4,5,3,1,1,1,8,10000,6,0,4,0,0.510555,1.869892,158.458492,True
4,5,3,1,1,1,8,100000,6,0,0,0,0.697310,2.127279,1545.722753,True
4,5,3,1,1,1,8,100000,6,0,1,0,0.569719,2.410122,1610.778340,True
4,5,3,1,1,1,8,100000,6,0,2,0,0.705088,1.786454,1563.399466,True
4,5,3,1,1,1,8,100000,6,0,3,0,0.749832,2.291328,1581.761284,True
4,5,3,1,1,1,8,100000,6,0,4,0,0.744116,2.008485,1694.999984,True
4,5,3,1,1,1,54,1000,6,0,0,0,0.316474,2.234759,49.385802,True
4,5,3,1,1,1,54,1000,6,0,1,0,0.561888,1.913733,49.618239,True
4,5,3,1,1,1,54,1000,6,0,2,0,0.790976,1.927875,52.919192,True
4,5,3,1,1,1,54,1000,6,0,3,0,0.607746,2.025456,50.885198,True
4,5,3,1,1,1,54,1000,6,0,4,0,0.401202,2.059397,50.439516,True
